2. TRIFD,34. CHEMICAL
00791TNKFTSTATE,"['Acetone', 'Methyl ethyl ketone', 'Toluene']"
00791XLXNCRTE90,['Naphthalene']
00795CRBGNCARRI,['Copper']
00841VRGNSESTAT,"['Ammonium sulfate (solution)', 'Naphthalene']"
00851HSSLVLIMET,"['1,1,1-Trichloroethane', '1,2,4-Trimethylbenzene', '1,3-Butadiene', 'Ammonia', 'Anthracene', 'Benzene', 'Carbon disulfide', 'Carbon tetrachloride', 'Carbonyl sulfide', 'Certain glycol ethers', 'Cobalt compounds', 'Cumene', 'Cyclohexane', 'Ethylbenzene', 'Ethylene', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Lead compounds', 'Methanol', 'Methyl tert-butyl ether', 'Molybdenum trioxide', 'Naphthalene', 'Nickel compounds', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Phenol', 'Polycyclic aromatic compounds', 'Propylene', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Tetrachloroethylene', 'Toluene', 'Xylene (mixed isomers)', 'n-Hexane', 'p-Xylene']"
00851VRGNSESTAT,"['Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
00904RMYVTISLAG,['Xylene (mixed isomers)']
00918SPRRPTRESM,"['Acetone', 'Ammonia', 'Certain glycol ethers', 'Dichloromethane', 'Ethylene glycol', 'Methanol', 'Methyl ethyl ketone', 'Methyl isobutyl ketone', 'Toluene', 'Xylene (mixed isomers)']"
00918TRPCRFEDER,['o-Xylene']
00920NTRNTJOHNA,"['Arsenic compounds', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Copper compounds']"
00924MXCHMLABRI,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
00926CHMTXCARR1,"['Chlorine', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
00926RBTNCAVPON,"['Acetone', 'Toluene']"
00926SHLLCRD28P,"['1,2,4-Trimethylbenzene', 'Benzene', 'Cyclohexane', 'Ethylbenzene', 'Toluene', 'n-Hexane', 'o-Xylene']"
00926VLCCHPRRD1,"['Butyl acrylate', 'Vinyl acetate']"
00926WTRTRPOBOX,"['Ammonia', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
00936SNJNCKM267,"['1,4-Dioxane', 'Acetone', 'Chlorine', 'Chloroform', 'Dichloromethane', 'Ethylbenzene', 'Methanol', 'Toluene', 'Xylene (mixed isomers)', 'tert-Butyl alcohol']"
00936SZDRYAVEDE,['Phosphoric acid']
00949DRXDPPR2KM,['Sodium o-phenylphenoxide']
00949STNNCROAD8,"['Certain glycol ethers', 'Ethylene glycol']"
00958LNPNTMINIL,"['Acetone', 'Ammonia', 'Toluene', 'Xylene (mixed isomers)']"
00959FRTXNRD174,['Zinc compounds']
00959GPWRPRD177,"['Antimony compounds', 'Lead compounds', 'Zinc compounds']"
00960CRBMTBAYAM,['Methanol']
00961BYMNSLUCHE,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Zinc compounds']"
00961NSLRWCALLE,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
00961TRSTNHWY2K,['Zinc compounds']
00970JSCHMRD169,['Zinc compounds']
00978SGNLCRD848,['Xylene (mixed isomers)']
00985MLNSDAVENI,['Bromomethane']
00986WYTHXRD3KM,"['Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
01001DFMCR99ABR,['Copper']
01001HPHDN233MA,"['Nitric acid', 'Phosphoric acid']"
01001LYMPC153BO,['Methyl ethyl ketone']
01001TLSFN90IND,['Copper']
01007NRTHS201OL,"['Arsenic compounds', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Copper compounds']"
01007NVRSL149BA,"['Arsenic compounds', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Copper compounds']"
01013HRCLS1111G,"['Epichlorohydrin', 'Formaldehyde', 'Formic acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
01013MJRWR7COBU,['Copper']
01013SPLDN425ME,"[""4,4'-Methylenedi(phenyl isocyanate)"", 'Diisocyanates', 'Methyl ethyl ketone', 'Methyl isobutyl ketone', 'N-Methyl-2-pyrrolidone', 'Zinc compounds']"
01013STRNTGRAPE,"['Chromium', 'Copper', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Nickel']"
01013THMSP24MON,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Nickel', 'Sodium nitrite', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
01014JHNRL60DEP,"['Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
01020FCMTC5WEST,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
01020WHTTK40BAS,"['Acetone', 'Certain glycol ethers', 'Di(2-ethylhexyl) phthalate', 'Methyl ethyl ketone', 'Methyl isobutyl ketone', 'Toluene', 'Xylene (mixed isomers)', 'Zinc compounds', 'n-Butyl alcohol']"
01021LDLWT2LUDL,"['Acrylic acid', 'Cyclohexane', 'Toluene', 'Xylene (mixed isomers)']"
01022LNSCH301GR,['Copper']
01022SNDRB106LO,"['Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
01027NTNLFMECHA,"['1,1,1-Trichloroethane', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
01027STNHM116PL,"['1,4-Dichlorobenzene', 'Certain glycol ethers']"
01027THCTB24ONE,['Toluene']
01028MRCNS301CH,"['Chromium', 'Cobalt', 'N-Methyl-2-pyrrolidone', 'Nickel', 'Toluene']"
01028RPHLN70MAP,['Copper']
01028SPCTR50IND,"['Antimony compounds', 'Copper', 'Lead compounds']"
01040CKSNG383DW,"['2-Ethoxyethanol', '2-Methoxyethanol', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'N,N-Dimethylformamide', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
01040CKSNG75WHI,"['2-Ethoxyethanol', '2-Methoxyethanol', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'N,N-Dimethylformamide', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
01040CMCHN821MA,"['1,1,1-Trichloroethane', 'Chromium', 'Nickel', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
01040DLCTR218RA,"['Methyl ethyl ketone', 'Toluene', 'Xylene (mixed isomers)', 'n-Hexane']"
01040HMPDN100WA,"['Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Certain glycol ethers']"
01040MBLCH3HANO,"['Ethylbenzene', 'Styrene', 'Zinc compounds']"
01040MPRLM717MA,"['Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
01040NDSTR90SAR,"['Methanol', 'Toluene', 'Xylene (mixed isomers)']"
01040VLLYG120WH,"['Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid']"
01041HZNPPTHIRD,"['Acetone', 'Certain glycol ethers', 'Ethylene glycol', 'Methyl ethyl ketone', 'Toluene', 'Xylene (mixed isomers)']"
01053BRKSHRIVER,['Copper']
01056CPCRX203WE,"['Chlorine', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Methanol']"
01056DNVRFARTEL,"['Copper', 'Tetrachloroethylene']"
01056RMMRB156WE,['Styrene']
01057LMNTNPALME,"['Methyl ethyl ketone', 'N,N-Dimethylformamide', 'Toluene']"
01060FLRNC16BAR,['Xylene (mixed isomers)']
01060MDTLN45IND,['Phosphoric acid']
01060NRTHM122FE,"['Ammonia', 'Chromium', 'Copper', 'Manganese', 'Nickel', 'Phosphoric acid']"
01060PCKGN525MO,['Nitrate compounds (water dissociable; reportable only when in aqueous solution)']
01060PRCRP296NO,"['Acetone', 'Decabromodiphenyl oxide']"
01060PRSTR238NO,"['Ammonia', 'Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Formaldehyde', 'Methanol', 'Phthalic anhydride', 'Zinc compounds']"
01069CRTVC3CHUR,"['Chromium', 'Manganese', 'Nickel']"
01069RTHBN241PA,"['Ammonia', 'Chromium', 'Copper', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Nickel', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid']"
01071TXNSXRTE20,"['Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
01075BRNTCCANAL,['Copper']
01075JMSRV28GAY,"['Acetone', 'Certain glycol ethers', 'Lead compounds', 'Methanol', 'Methyl ethyl ketone', 'Toluene', 'Xylene (mixed isomers)', 'Zinc (fume or dust)', 'Zinc compounds', 'n-Butyl alcohol']"
01075PRCSN755NE,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
01075SWRCB775NE,['Copper']
01079DMNDFCHURC,"['Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
01082KNZKS20COM,"[""4,4'-Isopropylidenediphenol"", 'Certain glycol ethers', 'Methanol', 'Zinc compounds']"
01082PRFLSPALME,"['Chromium', 'Copper', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid']"
01082QBBNW10MAP,"['Antimony compounds', 'Lead compounds']"
01085DCRTD1ARCH,"['Nitric acid', 'Trichloroethylene']"
01085THCLM1CYCL,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Nickel']"
01085WSTFL221UN,"['Acetone', 'Certain glycol ethers', 'Ethylbenzene', 'Methanol', 'Methyl ethyl ketone', 'Methyl isobutyl ketone', 'Toluene', 'Xylene (mixed isomers)']"
01085WSTFL68NOR,"['Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Cyanide compounds', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Hydrogen fluoride', 'Methyl ethyl ketone', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Trichloroethylene']"
01085WSTFLSOUTH,['Trichloroethylene']
01089FNTNP492PR,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Nitric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Trichloroethylene']"
01089GRMRK958RI,"['Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
01089JMSRVFRONT,"['Acetone', 'Methyl ethyl ketone', 'Xylene (mixed isomers)']"
01089KMLCT221IN,"['1,1-Dichloro-1-fluoroethane (HCFC-141b)']"
01089NTNLM203CI,"['Chromium', 'Nickel']"
01089SHLTN96WIN,"['Dibutyl phthalate', 'Dimethyl phthalate', 'Methanol', 'Selenium', 'tert-Butyl alcohol']"
01090SLLVN4261P,"['Copper', 'Methyl ethyl ketone', 'Methyl isobutyl ketone', 'Toluene']"
01095FRNDL1855B,"['Ammonia', 'Ammonium sulfate (solution)', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
01095TLTYM2443B,"['Copper', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
01102SMTHW2100R,"['Ammonia', 'Chromium', 'Dichloromethane', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Manganese', 'Nitric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
01102WFYNG111LY,['Acetone']
01104FRSTN1125P,"['1,1-Dichloro-1-fluoroethane (HCFC-141b)', ""4,4'-Methylenedi(phenyl isocyanate)"", 'Chlorodifluoromethane (HCFC-22)', 'Diisocyanates', 'Trichlorofluoromethane (CFC-11)']"
01104JHNFN115ST,"['Copper', 'Manganese', 'Phenol']"
01104LTRSR88BIN,['Polychlorinated biphenyls']
01104NTNLM175PR,"['Copper compounds', 'Cyanide compounds', 'Dichloromethane', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Nickel compounds', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
01104SPRNG243CO,"['Acetone', 'Dichloromethane', 'Tetrachloroethylene']"
01104STRMS160CO,"['Chromium', 'Nickel']"
01104WLBNN270RO,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Methanol']"
01104WRLND35WAR,"['Ammonia', 'Chromium', 'Copper', 'Manganese', 'Nickel']"
01104WSTVC31131,"['Acetone', 'Toluene']"
01105SPRRP595MA,['Copper compounds']
01105VLLYP412AL,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Nitric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
01107SCHND116WA,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Methanol', 'Nickel', 'Nitric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
01107TRDNT181AB,"['Chromium', 'Nickel']"
01108PLYMT1ALLE,"['Methyl ethyl ketone', 'Nitric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
01109LSTRN54WAL,"['Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Nitric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
01151BYRCR800WO,['Methyl ethyl ketone']
01151HTBTH107FR,"['Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Manganese compounds', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid', 'Phosphoric acid', 'Sodium nitrite', 'Zinc compounds']"
01151MNSNT730WO,"['1,3-Phenylenediamine', 'Acetaldehyde', 'Acrylic acid', 'Acrylonitrile', 'Benzoyl peroxide', 'Butyl acrylate', 'Butyraldehyde', 'Certain glycol ethers', 'Ethyl acrylate', 'Formaldehyde', 'Formic acid', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Methanol', 'Methyl acrylate', 'Methyl ethyl ketone', 'Methyl methacrylate', 'N-Methyl-2-pyrrolidone', 'N-Nitrosomorpholine', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid', 'Styrene', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Toluene', 'Vinyl acetate', 'Xylene (mixed isomers)', 'n-Butyl alcohol', 'n-Hexane']"
01151PLYSR950WO,"['Methyl methacrylate', 'Styrene', 'Zinc (fume or dust)', 'Zinc compounds']"
01201GCRSP100PL,"['1,1,1-Trichloroethane', 'Freon 113 (CFC-113)']"
01201GNRLL100WO,"['Antimony compounds', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Zinc compounds']"
01201GNRLL1PLAS,"[""4,4'-Isopropylidenediphenol"", 'Acetophenone', 'Bromine', 'Dichloromethane', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Methanol', 'Phosgene', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Toluene']"
01220DMSLN82COM,['Tetrachloroethylene']
01220HLLND153HO,"['Ammonia', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
01220LDSTNGROVE,"['Methyl isobutyl ketone', 'Toluene']"
01220PFZRN260CO,"['Ammonia', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Mixture', 'Trade Secret']"
01220WRGRCHARMO,['Toluene']
01226BLTCR401SO,"['Chromium', 'Manganese', 'Nickel']"
01226CRNCN30SOU,"['Formaldehyde', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
01238CPFLMGREYL,"['Chloroform', 'Dichloromethane']"
01238KMBRLGREYL,"['Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
01247CMMNW11BRO,"['1,1,1-Trichloroethane', 'Trichloroethylene', 'Zinc (fume or dust)']"
01247MDRNL510ST,"['Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
01247SPRGL1600C,"['Ethylene glycol', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Methanol', 'Trichloroethylene']"
01260MDSPCPLEAS,['Formaldehyde']
01260MDSPCWILLO,['Formaldehyde']
01301BTFGN50GRE,"['Chromium', 'Cobalt', 'Copper', 'Nickel']"
01301GRHFL26SAN,"['Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Chromium']"
01302RGRSL298FE,['Silver']
01331DLLPL764SA,['Di(2-ethylhexyl) phthalate']
01331LSSTR121CR,"['Ammonia', 'Chromium', 'Copper', 'Manganese', 'Methanol', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Toluene', 'Trichloroethylene']"
